obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('7562',)",3721980669.05,8,3.63499999046,3742914126.66,3742914127.05,3721980669.05,0.0,internal_timestamp,7.44899988174,1512991869.05,32.4337005615,0,10.8725996017,1024.83833507,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7563',)",3721980669.11,8,3.63496994972,3742914126.66,3742914127.05,3721980669.11,0.0,internal_timestamp,7.4359998703,1512991869.11,32.4334983826,0,10.8725004196,1024.83813623,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7564',)",3721980669.17,8,3.63493990898,3742914126.66,3742914127.05,3721980669.17,0.0,internal_timestamp,7.42000007629,1512991869.17,32.4333000183,0,10.872300148,1024.83794444,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7565',)",3721980669.23,8,3.63491988182,3742914126.66,3742914127.05,3721980669.23,0.0,internal_timestamp,7.40500020981,1512991869.23,32.4332008362,0,10.8722000122,1024.83781689,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7566',)",3721980669.3,8,3.63491010666,3742914126.66,3742914127.05,3721980669.3,0.0,internal_timestamp,7.38500022888,1512991869.3,32.4332008362,0,10.8722000122,1024.83772647,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7567',)",3721980669.36,8,3.6349298954,3742914126.66,3742914127.05,3721980669.36,0.0,internal_timestamp,7.36800003052,1512991869.36,32.4333992004,0,10.8720998764,1024.83782147,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7568',)",3721980669.52,8,3.63495993614,3742914126.66,3742914127.05,3721980669.52,0.0,internal_timestamp,7.34700012207,1512991869.52,32.4337005615,1,10.8722000122,1024.83794361,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7569',)",3721980669.53,8,3.63496994972,3742914126.66,3742914127.05,3721980669.53,0.0,internal_timestamp,7.32899999619,1512991869.53,32.4337997437,0,10.8722000122,1024.83793943,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7570',)",3721980669.55,8,3.63496994972,3742914126.66,3742914127.05,3721980669.55,0.0,internal_timestamp,7.3140001297,1512991869.55,32.4337005615,0,10.872300148,1024.83777695,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7571',)",3721980669.61,8,3.63496994972,3742914126.66,3742914127.05,3721980669.61,0.0,internal_timestamp,7.29300022125,1512991869.61,32.4336013794,0,10.8724002838,1024.83758734,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7572',)",3721980669.67,8,3.63496994972,3742914126.66,3742914127.05,3721980669.67,0.0,internal_timestamp,7.27500009537,1512991869.67,32.4336013794,0,10.8725004196,1024.83748849,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7573',)",3721980669.73,8,3.63496994972,3742914126.66,3742914127.05,3721980669.73,0.0,internal_timestamp,7.25500011444,1512991869.73,32.4334983826,0,10.8725996017,1024.83730061,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7574',)",3721980669.8,8,3.63495993614,3742914126.66,3742914127.05,3721980669.8,0.0,internal_timestamp,7.2389998436,1512991869.8,32.4333992004,0,10.8725996017,1024.83715107,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7575',)",3721980669.86,8,3.63495993614,3742914126.66,3742914127.05,3721980669.86,0.0,internal_timestamp,7.22100019455,1512991869.86,32.4333992004,0,10.8725996017,1024.83706969,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7576',)",3721980669.92,8,3.63494992256,3742914126.66,3742914127.05,3721980669.92,0.0,internal_timestamp,7.20499992371,1512991869.92,32.4333000183,0,10.8725004196,1024.83693745,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7577',)",3721980669.98,8,3.6349298954,3742914126.66,3742914127.05,3721980669.98,0.0,internal_timestamp,7.1859998703,1512991869.98,32.4333000183,0,10.8724002838,1024.83686902,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7578',)",3721980670.05,8,3.63490009308,3742914126.66,3742914127.05,3721980670.05,0.0,internal_timestamp,7.17100000381,1512991870.05,32.4333000183,0,10.8720998764,1024.8368536,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7579',)",3721980670.11,8,3.63487005234,3742914126.66,3742914127.05,3721980670.11,0.0,internal_timestamp,7.15399980545,1512991870.11,32.4331016541,0,10.8718996048,1024.83665728,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7580',)",3721980670.17,8,3.63486003876,3742914126.66,3742914127.05,3721980670.17,0.0,internal_timestamp,7.13899993896,1512991870.17,32.4331016541,0,10.8718004227,1024.83660676,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7581',)",3721980670.23,8,3.63486003876,3742914126.66,3742914127.05,3721980670.23,0.0,internal_timestamp,7.12300014496,1512991870.23,32.4331016541,0,10.8718996048,1024.83651712,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7582',)",3721980670.3,8,3.63488006592,3742914126.66,3742914127.05,3721980670.3,0.0,internal_timestamp,7.10699987411,1512991870.3,32.4331016541,0,10.8719997406,1024.83642731,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7583',)",3721980670.36,8,3.63491010666,3742914126.66,3742914127.05,3721980670.36,0.0,internal_timestamp,7.09000015259,1512991870.36,32.4332008362,0,10.8722000122,1024.83639272,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7584',)",3721980670.42,8,3.63491988182,3742914126.66,3742914127.05,3721980670.42,0.0,internal_timestamp,7.07600021362,1512991870.42,32.4333000183,0,10.8724002838,1024.83637169,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7585',)",3721980670.48,8,3.63491010666,3742914126.66,3742914127.05,3721980670.48,0.0,internal_timestamp,7.05800008774,1512991870.48,32.4331016541,0,10.8724002838,1024.83613591,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7586',)",3721980670.55,8,3.63490009308,3742914126.66,3742914127.11,3721980670.55,0.0,internal_timestamp,7.04300022125,1512991870.55,32.4331016541,0,10.8724002838,1024.8360681,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7587',)",3721980670.61,8,3.63490009308,3742914126.66,3742914127.11,3721980670.61,0.0,internal_timestamp,7.02899980545,1512991870.61,32.4331016541,0,10.872300148,1024.83602226,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7588',)",3721980670.67,8,3.63490009308,3742914126.66,3742914127.11,3721980670.67,0.0,internal_timestamp,7.0110001564,1512991870.67,32.4331016541,0,10.872300148,1024.83594088,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7589',)",3721980670.74,8,3.63491988182,3742914126.66,3742914127.11,3721980670.74,0.0,internal_timestamp,6.99399995804,1512991870.74,32.4332008362,0,10.8724002838,1024.83592375,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7590',)",3721980670.8,8,3.63493990898,3742914126.66,3742914127.11,3721980670.8,0.0,internal_timestamp,6.97900009155,1512991870.8,32.4333992004,0,10.8725004196,1024.83599286,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7591',)",3721980670.86,8,3.63495993614,3742914126.66,3742914127.11,3721980670.86,0.0,internal_timestamp,6.96199989319,1512991870.86,32.4334983826,0,10.8725996017,1024.8359759,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7592',)",3721980670.92,8,3.63496994972,3742914126.66,3742914127.11,3721980670.92,0.0,internal_timestamp,6.94899988174,1512991870.92,32.4334983826,0,10.8726997375,1024.83589966,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7593',)",3721980670.98,8,3.63498997688,3742914126.66,3742914127.11,3721980670.98,0.0,internal_timestamp,6.92999982834,1512991870.98,32.4336013794,0,10.8727998734,1024.83587645,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7594',)",3721980671.07,8,3.63499999046,3742914126.66,3742914127.11,3721980671.07,0.0,internal_timestamp,6.91499996185,1512991871.07,32.4336013794,1,10.8729000092,1024.83579117,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7595',)",3721980671.11,8,3.63498997688,3742914126.66,3742914127.12,3721980671.11,0.0,internal_timestamp,6.89900016785,1512991871.11,32.4334983826,0,10.8729000092,1024.83563867,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7596',)",3721980671.17,8,3.6349799633,3742914126.66,3742914127.12,3721980671.17,0.0,internal_timestamp,6.882999897,1512991871.17,32.4333992004,0,10.873000145,1024.83547166,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7597',)",3721980671.23,8,3.63498997688,3742914126.66,3742914127.12,3721980671.23,0.0,internal_timestamp,6.86999988556,1512991871.23,32.4334983826,0,10.8729000092,1024.83550755,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7598',)",3721980671.3,8,3.63499999046,3742914126.66,3742914127.12,3721980671.3,0.0,internal_timestamp,6.85300016403,1512991871.3,32.4337005615,0,10.8729000092,1024.83558805,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7599',)",3721980671.36,8,3.63501000404,3742914126.66,3742914127.12,3721980671.36,0.0,internal_timestamp,6.83199977875,1512991871.36,32.4337997437,0,10.8727998734,1024.83558777,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7600',)",3721980671.42,8,3.63501000404,3742914126.66,3742914127.12,3721980671.42,0.0,internal_timestamp,6.81599998474,1512991871.42,32.4338989258,0,10.8727998734,1024.83559263,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7601',)",3721980671.48,8,3.63498997688,3742914126.66,3742914127.12,3721980671.48,0.0,internal_timestamp,6.80399990082,1512991871.48,32.4337005615,0,10.8726997375,1024.83540145,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7602',)",3721980671.55,8,3.63496994972,3742914126.66,3742914127.12,3721980671.55,0.0,internal_timestamp,6.79099988937,1512991871.55,32.4336013794,0,10.8726997375,1024.83526547,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7603',)",3721980671.61,8,3.63495993614,3742914126.66,3742914127.12,3721980671.61,0.0,internal_timestamp,6.77799987793,1512991871.61,32.4333992004,0,10.8726997375,1024.83504933,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7604',)",3721980671.67,8,3.63493990898,3742914126.66,3742914127.12,3721980671.67,0.0,internal_timestamp,6.76200008392,1512991871.67,32.4332008362,0,10.8726997375,1024.8348226,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7605',)",3721980671.73,8,3.6349298954,3742914126.66,3742914127.12,3721980671.73,0.0,internal_timestamp,6.75,1512991871.73,32.4331016541,0,10.8726997375,1024.83469115,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7606',)",3721980671.8,8,3.6349298954,3742914126.66,3742914127.12,3721980671.8,0.0,internal_timestamp,6.73099994659,1512991871.8,32.4331016541,0,10.8727998734,1024.83458778,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7607',)",3721980671.86,8,3.63491988182,3742914126.66,3742914127.12,3721980671.86,0.0,internal_timestamp,6.71500015259,1512991871.86,32.4331016541,0,10.8726997375,1024.83453291,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7608',)",3721980671.92,8,3.6349298954,3742914126.66,3742914127.12,3721980671.92,0.0,internal_timestamp,6.70200014114,1512991871.92,32.4332008362,0,10.8726997375,1024.83455133,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7609',)",3721980671.98,8,3.63493990898,3742914126.66,3742914127.12,3721980671.98,0.0,internal_timestamp,6.68800020218,1512991871.98,32.4333992004,0,10.8725996017,1024.83465989,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7610',)",3721980672.05,8,3.63493990898,3742914126.66,3742914127.12,3721980672.05,0.0,internal_timestamp,6.67199993134,1512991872.05,32.4333992004,0,10.8725004196,1024.83460485,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7611',)",3721980672.11,8,3.63491988182,3742914126.66,3742914127.12,3721980672.11,0.0,internal_timestamp,6.65600013733,1512991872.11,32.4333000183,0,10.8725004196,1024.83445531,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7612',)",3721980672.17,8,3.63490009308,3742914126.66,3742914127.12,3721980672.17,0.0,internal_timestamp,6.64400005341,1512991872.17,32.4332008362,0,10.8724002838,1024.83434133,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7613',)",3721980672.23,8,3.63488006592,3742914126.66,3742914127.12,3721980672.23,0.0,internal_timestamp,6.63100004196,1512991872.23,32.4329986572,0,10.8724002838,1024.83412519,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7614',)",3721980672.3,8,3.63488006592,3742914126.66,3742914127.12,3721980672.3,0.0,internal_timestamp,6.617000103,1512991872.3,32.4329986572,0,10.8724002838,1024.83406189,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7615',)",3721980672.36,8,3.63491010666,3742914126.66,3742914127.12,3721980672.36,0.0,internal_timestamp,6.60599994659,1512991872.36,32.4332008362,0,10.8725004196,1024.83415206,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7616',)",3721980672.42,8,3.6349298954,3742914126.66,3742914127.12,3721980672.42,0.0,internal_timestamp,6.59200000763,1512991872.42,32.4333992004,0,10.8725996017,1024.83422585,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7617',)",3721980672.48,8,3.63493990898,3742914126.67,3742914127.12,3721980672.48,0.0,internal_timestamp,6.57700014114,1512991872.48,32.4333992004,0,10.8725996017,1024.83415804,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7618',)",3721980672.55,8,3.6349298954,3742914126.67,3742914127.12,3721980672.55,0.0,internal_timestamp,6.56500005722,1512991872.55,32.4333992004,0,10.8725996017,1024.83410378,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7619',)",3721980672.61,8,3.63491988182,3742914126.67,3742914127.12,3721980672.61,0.0,internal_timestamp,6.55200004578,1512991872.61,32.4333000183,0,10.8725996017,1024.83396781,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7620',)",3721980672.67,8,3.63491010666,3742914126.67,3742914127.12,3721980672.67,0.0,internal_timestamp,6.53900003433,1512991872.67,32.4332008362,0,10.8725004196,1024.83384913,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7621',)",3721980672.73,8,3.63490009308,3742914126.67,3742914127.12,3721980672.73,0.0,internal_timestamp,6.52799987793,1512991872.73,32.4332008362,0,10.8724002838,1024.83381686,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7622',)",3721980672.8,8,3.63488006592,3742914126.67,3742914127.12,3721980672.8,0.0,internal_timestamp,6.51399993896,1512991872.8,32.4331016541,0,10.872300148,1024.83369383,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7623',)",3721980672.86,8,3.6348400116,3742914126.67,3742914127.12,3721980672.86,0.0,internal_timestamp,6.50099992752,1512991872.86,32.4328994751,0,10.8722000122,1024.83349516,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7624',)",3721980672.92,8,3.63482999802,3742914126.67,3742914127.12,3721980672.92,0.0,internal_timestamp,6.48999977112,1512991872.92,32.432800293,0,10.8722000122,1024.83336823,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7625',)",3721980672.98,8,3.63482999802,3742914126.67,3742914127.12,3721980672.98,0.0,internal_timestamp,6.47800016403,1512991872.98,32.4327011108,0,10.8722000122,1024.83323678,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7626',)",3721980673.05,8,3.63481998444,3742914126.67,3742914127.12,3721980673.05,0.0,internal_timestamp,6.46199989319,1512991873.05,32.432800293,0,10.8720998764,1024.8332591,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7627',)",3721980673.11,8,3.63482999802,3742914126.67,3742914127.12,3721980673.11,0.0,internal_timestamp,6.44799995422,1512991873.11,32.4328994751,0,10.8720998764,1024.833273,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7628',)",3721980673.17,8,3.63485002518,3742914126.67,3742914127.12,3721980673.17,0.0,internal_timestamp,6.43699979782,1512991873.17,32.4329986572,0,10.8720998764,1024.83330046,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7629',)",3721980673.23,8,3.63485002518,3742914126.67,3742914127.13,3721980673.23,0.0,internal_timestamp,6.42399978638,1512991873.23,32.4329986572,0,10.8722000122,1024.83322422,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7630',)",3721980673.3,8,3.63487005234,3742914126.67,3742914127.13,3721980673.3,0.0,internal_timestamp,6.40700006485,1512991873.3,32.4331016541,0,10.872300148,1024.83321006,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7631',)",3721980673.36,8,3.63487005234,3742914126.67,3742914127.13,3721980673.36,0.0,internal_timestamp,6.39400005341,1512991873.36,32.4331016541,0,10.8724002838,1024.83313382,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7632',)",3721980673.42,8,3.63487005234,3742914126.67,3742914127.13,3721980673.42,0.0,internal_timestamp,6.38199996948,1512991873.42,32.4331016541,0,10.8724002838,1024.83307957,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7633',)",3721980673.48,8,3.63487005234,3742914126.67,3742914127.13,3721980673.48,0.0,internal_timestamp,6.367000103,1512991873.48,32.4329986572,0,10.8724002838,1024.83293158,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7634',)",3721980673.55,8,3.63487005234,3742914126.67,3742914127.13,3721980673.55,0.0,internal_timestamp,6.35300016403,1512991873.55,32.4329986572,0,10.8724002838,1024.83286828,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7635',)",3721980673.61,8,3.63486003876,3742914126.67,3742914127.13,3721980673.61,0.0,internal_timestamp,6.33799982071,1512991873.61,32.4329986572,0,10.8724002838,1024.83280046,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7636',)",3721980673.79,8,3.63487005234,3742914126.67,3742914127.13,3721980673.79,0.0,internal_timestamp,6.32499980927,1512991873.79,32.4331016541,1,10.8724002838,1024.83282185,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7637',)",3721980673.8,8,3.63487005234,3742914126.67,3742914127.13,3721980673.8,0.0,internal_timestamp,6.30900001526,1512991873.8,32.4331016541,0,10.872300148,1024.83276698,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7638',)",3721980673.81,8,3.63487005234,3742914126.67,3742914127.13,3721980673.81,0.0,internal_timestamp,6.29400014877,1512991873.81,32.4331016541,0,10.872300148,1024.83269916,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7639',)",3721980673.86,8,3.63487005234,3742914126.67,3742914127.13,3721980673.86,0.0,internal_timestamp,6.27699995041,1512991873.86,32.4331016541,0,10.8724002838,1024.83260483,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7640',)",3721980673.92,8,3.63486003876,3742914126.67,3742914127.13,3721980673.92,0.0,internal_timestamp,6.26499986649,1512991873.92,32.4329986572,0,10.8724002838,1024.83247041,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7641',)",3721980673.98,8,3.63485002518,3742914126.67,3742914127.13,3721980673.98,0.0,internal_timestamp,6.24900007248,1512991873.98,32.4328994751,0,10.8724002838,1024.83232087,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7642',)",3721980674.05,8,3.6348400116,3742914126.67,3742914127.13,3721980674.05,0.0,internal_timestamp,6.23299980164,1512991874.05,32.432800293,0,10.8724002838,1024.83217134,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7643',)",3721980674.11,8,3.63481998444,3742914126.67,3742914127.13,3721980674.11,0.0,internal_timestamp,6.21700000763,1512991874.11,32.432598114,0,10.872300148,1024.8319591,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7644',)",3721980674.17,8,3.63480997086,3742914126.67,3742914127.13,3721980674.17,0.0,internal_timestamp,6.20200014114,1512991874.17,32.4324989319,0,10.8724002838,1024.83179662,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7645',)",3721980674.23,8,3.63481998444,3742914126.67,3742914127.13,3721980674.23,0.0,internal_timestamp,6.18499994278,1512991874.23,32.4324989319,0,10.8725004196,1024.83170229,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7646',)",3721980674.3,8,3.6348400116,3742914126.67,3742914127.13,3721980674.3,0.0,internal_timestamp,6.17000007629,1512991874.3,32.432598114,0,10.8726997375,1024.83167691,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7647',)",3721980674.36,8,3.63488006592,3742914126.67,3742914127.13,3721980674.36,0.0,internal_timestamp,6.15299987793,1512991874.36,32.432800293,0,10.8729000092,1024.83172248,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7648',)",3721980674.42,8,3.63491988182,3742914126.67,3742914127.13,3721980674.42,0.0,internal_timestamp,6.13999986649,1512991874.42,32.4329986572,0,10.8731002808,1024.83178317,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7649',)",3721980674.48,8,3.63494992256,3742914126.67,3742914127.13,3721980674.48,0.0,internal_timestamp,6.125,1512991874.48,32.4331016541,0,10.8732995987,1024.83176075,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7650',)",3721980674.55,8,3.63496994972,3742914126.67,3742914127.13,3721980674.55,0.0,internal_timestamp,6.11100006104,1512991874.55,32.4332008362,0,10.8733997345,1024.83175719,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7651',)",3721980674.61,8,3.63494992256,3742914126.67,3742914127.13,3721980674.61,0.0,internal_timestamp,6.09700012207,1512991874.61,32.4331016541,1,10.8733997345,1024.83161669,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7652',)",3721980674.67,8,3.6349298954,3742914126.67,3742914127.13,3721980674.67,0.0,internal_timestamp,6.07999992371,1512991874.67,32.4328994751,0,10.8732995987,1024.83139993,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7653',)",3721980674.73,8,3.63491988182,3742914126.67,3742914127.13,3721980674.73,0.0,internal_timestamp,6.06599998474,1512991874.73,32.4328994751,0,10.8732004166,1024.83135393,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7654',)",3721980674.8,8,3.63491988182,3742914126.67,3742914127.13,3721980674.8,0.0,internal_timestamp,6.05100011826,1512991874.8,32.4329986572,0,10.8732004166,1024.83136331,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7655',)",3721980674.86,8,3.63493990898,3742914126.67,3742914127.13,3721980674.86,0.0,internal_timestamp,6.03499984741,1512991874.86,32.4331016541,0,10.8732004166,1024.83137113,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7656',)",3721980674.92,8,3.63494992256,3742914126.67,3742914127.13,3721980674.92,0.0,internal_timestamp,6.02299976349,1512991874.92,32.4332008362,0,10.8732004166,1024.83139408,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7657',)",3721980674.98,8,3.63493990898,3742914126.67,3742914127.13,3721980674.98,0.0,internal_timestamp,6.0110001564,1512991874.98,32.4332008362,0,10.8732004166,1024.83133982,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7658',)",3721980675.05,8,3.6349298954,3742914126.67,3742914127.13,3721980675.05,0.0,internal_timestamp,5.992000103,1512991875.05,32.4331016541,0,10.8731002808,1024.83119419,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7659',)",3721980675.11,8,3.63491988182,3742914126.67,3742914127.13,3721980675.11,0.0,internal_timestamp,5.97900009155,1512991875.11,32.4331016541,0,10.8731002808,1024.83113541,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7660',)",3721980675.17,8,3.63491010666,3742914126.67,3742914127.13,3721980675.17,0.0,internal_timestamp,5.96500015259,1512991875.17,32.4329986572,0,10.873000145,1024.83100941,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7661',)",3721980675.23,8,3.63490009308,3742914126.67,3742914127.13,3721980675.23,0.0,internal_timestamp,5.95399999619,1512991875.23,32.4329986572,0,10.873000145,1024.83095967,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7662',)",3721980675.3,8,3.6348900795,3742914126.67,3742914127.13,3721980675.3,0.0,internal_timestamp,5.93499994278,1512991875.3,32.4329986572,0,10.8729000092,1024.83089123,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7663',)",3721980675.36,8,3.63486003876,3742914126.67,3742914127.14,3721980675.36,0.0,internal_timestamp,5.91900014877,1512991875.36,32.4328994751,0,10.8726997375,1024.83077663,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7664',)",3721980675.47,8,3.63482999802,3742914126.67,3742914127.14,3721980675.47,0.0,internal_timestamp,5.90700006485,1512991875.47,32.432800293,1,10.8724002838,1024.8306974,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7665',)",3721980675.48,8,3.63480997086,3742914126.67,3742914127.14,3721980675.48,0.0,internal_timestamp,5.89300012589,1512991875.48,32.4328994751,0,10.8720998764,1024.83076369,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7666',)",3721980675.55,8,3.63479995728,3742914126.67,3742914127.14,3721980675.55,0.0,internal_timestamp,5.87300014496,1512991875.55,32.4328994751,0,10.8718996048,1024.83070819,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7667',)",3721980675.61,8,3.6347899437,3742914126.67,3742914127.14,3721980675.61,0.0,internal_timestamp,5.85799980164,1512991875.61,32.4329986572,0,10.8717002869,1024.83075232,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7668',)",3721980675.67,8,3.63477993011,3742914126.67,3742914127.14,3721980675.67,0.0,internal_timestamp,5.84700012207,1512991875.67,32.4329986572,0,10.8717002869,1024.83070259,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7669',)",3721980675.73,8,3.63475990295,3742914126.67,3742914127.14,3721980675.73,0.0,internal_timestamp,5.82999992371,1512991875.73,32.4328994751,0,10.8716001511,1024.83056599,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7670',)",3721980675.8,8,3.63474988937,3742914126.67,3742914127.14,3721980675.8,0.0,internal_timestamp,5.81799983978,1512991875.8,32.432800293,0,10.8716001511,1024.83043454,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7671',)",3721980675.86,8,3.63474988937,3742914126.67,3742914127.14,3721980675.86,0.0,internal_timestamp,5.80399990082,1512991875.86,32.4328994751,0,10.8715000153,1024.8304659,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7672',)",3721980675.92,8,3.63475990295,3742914126.67,3742914127.14,3721980675.92,0.0,internal_timestamp,5.78999996185,1512991875.92,32.4329986572,0,10.8713998795,1024.83049726,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
